camera_id,timestamp,plate,plate_confidence,vehicle_type,vehicle_color,speed,direction,local_track_id
MH_SV_BANDRA,2026-08-26T21:54:28+05:30,MH04MV3370,0.84,motorcycle,brown,21.2,NORTH,MH_SV_BANDRA_T493
MH_WEH_DAHISAR,2026-08-26T21:54:30+05:30,MH06TS6951,0.97,motorcycle,silver,36.0,NORTH,MH_WEH_DAHISAR_T67
MH_WEH_ANDHERI,2026-08-26T21:54:34+05:30,MH03TA0078,0.83,car,white,33.3,NORTH,MH_WEH_ANDHERI_T193
MH_SP_VASHI,2026-08-26T21:54:37+05:30,RJ25VL4538,0.84,auto,silver,39.2,EAST,MH_SP_VASHI_T355
MH_SV_ANDHERI,2026-08-26T21:54:39+05:30,DL09JK5109,0.9,auto,black,29.2,NORTH,MH_SV_ANDHERI_T477
MH_SV_ANDHERI,2026-08-26T21:54:46+05:30,MH47BZ9637,0.87,car,brown,23.1,NORTH,MH_SV_ANDHERI_T594
MH_EEH_VIKHROLI,2026-08-26T21:54:49+05:30,KA24DA9684,0.96,car,black,39.4,NORTH,MH_EEH_VIKHROLI_T646
MH_EEH_AIROLI,2026-08-26T21:54:53+05:30,MH04A2156,0.94,car,red,68.7,NORTH,MH_EEH_AIROLI_T345
MH_SV_MAHIM,2026-08-26T21:54:57+05:30,MH01CJ4764,0.89,taxi,black,25.2,NORTH,MH_SV_MAHIM_T333
MH_SL_WORLI,2026-08-26T21:55:23+05:30,MH06SS6141,0.94,motorcycle,silver,43.6,NORTH,MH_SL_WORLI_T195
MH_EEH_MULUND,2026-08-26T21:55:25+05:30,MH46TB5543,0.94,car,white,41.7,NORTH,MH_EEH_MULUND_T226
MH_SL_MID,2026-08-26T21:55:27+05:30,MH02XP2151,0.92,auto,grey,37.4,NORTH,MH_SL_MID_T386
MH_WEH_GOREGAON,2026-08-26T21:55:33+05:30,MH48GR6799,0.97,car,grey,46.9,NORTH,MH_WEH_GOREGAON_T616
MH_LBS_KURLA,2026-08-26T21:55:40+05:30,MH46FS5302,0.84,motorcycle,white,26.4,NORTH,MH_LBS_KURLA_T686
MH_LBS_KURLA,2026-08-26T21:55:43+05:30,MH43TQ5457,0.82,motorcycle,white,23.7,NORTH,MH_LBS_KURLA_T615
MH_EEH_CHEMBUR,2026-08-26T21:55:45+05:30,MH02H9945,0.94,car,red,47.3,NORTH,MH_EEH_CHEMBUR_T636
MH_EEH_KANJURMARG,2026-08-26T21:55:47+05:30,MH47YH5330,0.91,bus,white,64.6,NORTH,MH_EEH_KANJURMARG_T174
MH_WEH_VILEPARLE,2026-08-26T21:55:47+05:30,MH02A0171,0.91,car,silver,33.1,NORTH,MH_WEH_VILEPARLE_T724
MH_SV_SANTACRUZ,2026-08-26T21:55:54+05:30,MP02WS4728,0.92,car,grey,27.7,NORTH,MH_SV_SANTACRUZ_T939
MH_WEH_VILEPARLE,2026-08-26T21:55:56+05:30,MH43JA6065,0.85,car,grey,44.3,NORTH,MH_WEH_VILEPARLE_T895
MH_SV_BANDRA,2026-08-26T21:56:02+05:30,MH06NK8997,0.97,car,white,28.3,NORTH,MH_SV_BANDRA_T354
MH_HAJIALI,2026-08-26T21:56:12+05:30,DL13UD7299,0.83,car,blue,26.2,SOUTH,MH_HAJIALI_T353
MH_EEH_SION,2026-08-26T21:56:19+05:30,MH48D5999,0.87,car,black,40.4,NORTH,MH_EEH_SION_T196
MH_LBS_GHATKOPAR,2026-08-26T21:56:19+05:30,MH06CE8088,0.92,car,white,39.1,NORTH,MH_LBS_GHATKOPAR_T782
MH_SL_BANDRA,2026-08-26T21:56:30+05:30,MH03B8085,0.89,motorcycle,grey,46.9,NORTH,MH_SL_BANDRA_T473
MH_WEH_SANTACRUZ,2026-08-26T21:56:32+05:30,MH48ME9032,0.94,car,white,36.9,NORTH,MH_WEH_SANTACRUZ_T492
MH_SL_MID,2026-08-26T21:56:35+05:30,MP03BX3542,0.95,taxi,white,45.5,NORTH,MH_SL_MID_T17
MH_SP_VASHI,2026-08-26T21:56:35+05:30,MH05M9880,0.82,motorcycle,white,41.9,EAST,MH_SP_VASHI_T609
MH_WEH_JVLR,2026-08-26T21:56:40+05:30,MH03Y1263,0.88,car,white,36.9,NORTH,MH_WEH_JVLR_T840
MH_CST,2026-08-26T21:56:41+05:30,MH03J7370,0.92,car,black,18.8,SOUTH,MH_CST_T292
MH_WEH_BANDRA,2026-08-26T21:56:41+05:30,MH02G3665,0.84,car,grey,34.0,NORTH,MH_WEH_BANDRA_T118
MH_MAHIM_CSWY,2026-08-26T21:56:47+05:30,MH03P7079,0.98,motorcycle,white,22.4,NORTH,MH_MAHIM_CSWY_T272
MH_CST,2026-08-26T21:56:51+05:30,MH06PG6794,0.83,car,white,19.0,SOUTH,MH_CST_T46
MH_SP_VASHI,2026-08-26T21:57:09+05:30,GJ14KM4155,0.87,motorcycle,blue,35.0,EAST,MH_SP_VASHI_T185
MH_WEH_GOREGAON,2026-08-26T21:57:22+05:30,MH47Q1055,0.93,car,black,41.2,NORTH,MH_WEH_GOREGAON_T291
MH_WORLI_NAKA,2026-08-26T21:57:27+05:30,MH02C8660,0.8,auto,white,22.2,SOUTH,MH_WORLI_NAKA_T20
MH_SV_MAHIM,2026-08-26T21:57:32+05:30,MH02K3810,0.93,car,black,24.1,NORTH,MH_SV_MAHIM_T6
MH_MARINE,2026-08-26T21:57:35+05:30,MH01RM2040,0.82,car,white,27.2,SOUTH,MH_MARINE_T912
MH_SL_MID,2026-08-26T21:57:45+05:30,MH06M1795,0.88,car,silver,36.6,NORTH,MH_SL_MID_T614
MH_SP_CHEMBUR,2026-08-26T21:57:49+05:30,MH04L1816,0.97,taxi,red,40.4,EAST,MH_SP_CHEMBUR_T851
MH_MARINE,2026-08-26T21:57:50+05:30,MH46Y1833,0.94,truck,grey,25.0,SOUTH,MH_MARINE_T762
MH_MAHIM_CSWY,2026-08-26T21:58:01+05:30,MH01RG5626,0.96,motorcycle,white,29.6,NORTH,MH_MAHIM_CSWY_T54
MH_SL_BANDRA,2026-08-26T21:58:04+05:30,MH47Y9665,0.98,car,grey,26.0,NORTH,MH_SL_BANDRA_T535
MH_SV_KHAR,2026-08-26T21:58:10+05:30,MH48W1040,0.92,car,blue,23.9,NORTH,MH_SV_KHAR_T217
MH_SV_MAHIM,2026-08-26T21:58:13+05:30,MH06QN5647,0.82,truck,blue,24.2,NORTH,MH_SV_MAHIM_T457
MH_EEH_VIKHROLI,2026-08-26T21:58:30+05:30,MH05P0604,0.95,car,silver,36.2,NORTH,MH_EEH_VIKHROLI_T219
MH_SP_MANKHURD,2026-08-26T21:58:31+05:30,MH03WR9190,0.97,motorcycle,white,45.9,EAST,MH_SP_MANKHURD_T940
MH_EEH_CHEMBUR,2026-08-26T21:58:32+05:30,MH43U0221,0.94,car,white,36.0,NORTH,MH_EEH_CHEMBUR_T36
MH_EEH_GHATKOPAR,2026-08-26T21:58:32+05:30,MH05J6769,0.83,motorcycle,grey,41.4,NORTH,MH_EEH_GHATKOPAR_T365
MH_SV_ANDHERI,2026-08-26T21:58:33+05:30,MH46WT2910,0.83,car,white,28.0,NORTH,MH_SV_ANDHERI_T646
MH_LBS_MULUND,2026-08-26T21:58:36+05:30,UP28VL0219,0.97,auto,white,27.3,NORTH,MH_LBS_MULUND_T246
MH_SL_MID,2026-08-26T21:58:43+05:30,MH06SS6141,0.81,motorcycle,silver,41.5,NORTH,MH_SL_MID_T264
MH_SV_JOGESHWARI,2026-08-26T21:58:43+05:30,DL09JK5109,0.94,auto,black,31.6,NORTH,MH_SV_JOGESHWARI_T408
MH_WEH_VILEPARLE,2026-08-26T21:58:48+05:30,MH03TA0078,0.98,car,white,36.5,NORTH,MH_WEH_VILEPARLE_T187
MH_SL_BANDRA,2026-08-26T21:58:57+05:30,MH02XP2151,0.8,auto,grey,42.0,NORTH,MH_SL_BANDRA_T417
MH_LBS_GHATKOPAR,2026-08-26T21:58:59+05:30,MH47V0672,0.85,auto,white,23.4,NORTH,MH_LBS_GHATKOPAR_T196
MH_SV_KHAR,2026-08-26T21:59:05+05:30,UP36WS1642,0.99,car,red,22.7,NORTH,MH_SV_KHAR_T423
MH_LBS_BHANDUP,2026-08-26T21:59:07+05:30,MH43LL4902,0.93,car,black,28.0,NORTH,MH_LBS_BHANDUP_T254
MH_SV_SANTACRUZ,2026-08-26T21:59:16+05:30,MH03X0966,0.87,car,grey,30.4,NORTH,MH_SV_SANTACRUZ_T90
MH_LBS_KURLA,2026-08-26T21:59:23+05:30,MH01V3957,0.83,auto,white,29.3,NORTH,MH_LBS_KURLA_T821
MH_WEH_ANDHERI,2026-08-26T21:59:33+05:30,MH02A0171,0.94,car,silver,36.0,NORTH,MH_WEH_ANDHERI_T741
MH_SV_ANDHERI,2026-08-26T21:59:38+05:30,MH43Q8240,0.83,auto,blue,26.1,NORTH,MH_SV_ANDHERI_T755
MH_SP_VASHI,2026-08-26T21:59:46+05:30,MH47V1754,0.91,motorcycle,red,46.1,EAST,MH_SP_VASHI_T432
MH_WEH_KHAR,2026-08-26T21:59:49+05:30,MH02G3665,0.91,car,grey,39.4,NORTH,MH_WEH_KHAR_T237
MH_WEH_ANDHERI,2026-08-26T21:59:58+05:30,MH03Y1263,0.91,car,white,34.8,NORTH,MH_WEH_ANDHERI_T866
MH_WEH_ANDHERI,2026-08-26T22:00:00+05:30,MH43JA6065,0.99,car,grey,42.1,NORTH,MH_WEH_ANDHERI_T925
MH_WEH_GOREGAON,2026-08-26T22:00:14+05:30,MH43A6435,0.97,taxi,silver,39.6,NORTH,MH_WEH_GOREGAON_T184
MH_SV_KHAR,2026-08-26T22:00:20+05:30,MH04MV3370,0.89,motorcycle,brown,21.9,NORTH,MH_SV_KHAR_T598
MH_LBS_MULUND,2026-08-26T22:00:37+05:30,MH46P4692,0.84,car,silver,26.6,NORTH,MH_LBS_MULUND_T174
MH_WEH_VILEPARLE,2026-08-26T22:00:43+05:30,MH48ME9032,0.98,car,white,35.1,NORTH,MH_WEH_VILEPARLE_T557
MH_PEDDAR,2026-08-26T22:00:50+05:30,DL13UD7299,0.82,car,blue,24.7,SOUTH,MH_PEDDAR_T412
MH_EEH_GHATKOPAR,2026-08-26T22:00:50+05:30,MH02H9945,0.81,car,red,40.9,NORTH,MH_EEH_GHATKOPAR_T716
MH_SP_CHEMBUR,2026-08-26T22:00:56+05:30,MH43AB4496,0.98,car,white,44.7,EAST,MH_SP_CHEMBUR_T754
MH_SP_VASHI,2026-08-26T22:01:03+05:30,MH06KW5132,0.85,car,blue,43.0,EAST,MH_SP_VASHI_T320
MH_LBS_BHANDUP,2026-08-26T22:01:07+05:30,MH43AN4490,0.8,motorcycle,grey,24.4,NORTH,MH_LBS_BHANDUP_T893
MH_EEH_MULUND,2026-08-26T22:01:15+05:30,MH48Z5383,0.82,car,silver,45.0,NORTH,MH_EEH_MULUND_T34
MH_EEH_GHATKOPAR,2026-08-26T22:01:17+05:30,KA24DA9684,0.89,car,black,34.5,NORTH,MH_EEH_GHATKOPAR_T597
MH_SL_BANDRA,2026-08-26T22:01:20+05:30,MH06SS6141,0.89,motorcycle,silver,39.9,NORTH,MH_SL_BANDRA_T288
MH_WEH_BORIVALI,2026-08-26T22:01:21+05:30,MH46YJ3247,0.88,truck,silver,43.5,NORTH,MH_WEH_BORIVALI_T37
MH_SV_KHAR,2026-08-26T22:01:21+05:30,MH06NK8997,0.92,car,white,27.3,NORTH,MH_SV_KHAR_T428
MH_SL_WORLI,2026-08-26T22:01:22+05:30,MH06M1795,0.89,car,silver,38.5,NORTH,MH_SL_WORLI_T460
MH_SL_MID,2026-08-26T22:01:25+05:30,MH03T0207,0.85,motorcycle,grey,38.8,NORTH,MH_SL_MID_T398
MH_SV_JOGESHWARI,2026-08-26T22:01:25+05:30,MH03AM1073,0.97,motorcycle,white,23.3,NORTH,MH_SV_JOGESHWARI_T668
MH_SP_MANKHURD,2026-08-26T22:01:26+05:30,MH06LT2226,0.96,auto,blue,43.3,EAST,MH_SP_MANKHURD_T717
MH_EEH_SION,2026-08-26T22:01:30+05:30,MH04Q5796,0.88,motorcycle,white,42.6,NORTH,MH_EEH_SION_T349
MH_EEH_MULUND,2026-08-26T22:01:33+05:30,MH47YH5330,0.91,bus,white,65.0,NORTH,MH_EEH_MULUND_T140
MH_SV_BANDRA,2026-08-26T22:01:40+05:30,MH02K3810,0.97,car,black,24.6,NORTH,MH_SV_BANDRA_T5
MH_WEH_SANTACRUZ,2026-08-26T22:01:40+05:30,MH02G3665,0.84,car,grey,37.5,NORTH,MH_WEH_SANTACRUZ_T312
MH_EEH_MULUND,2026-08-26T22:01:58+05:30,MH04E8738,0.92,car,black,42.1,NORTH,MH_EEH_MULUND_T443
MH_SP_CHEMBUR,2026-08-26T22:01:59+05:30,MH43XG8581,0.8,taxi,white,34.9,EAST,MH_SP_CHEMBUR_T772
MH_SV_JOGESHWARI,2026-08-26T22:02:13+05:30,MH05F8345,0.82,motorcycle,white,27.9,NORTH,MH_SV_JOGESHWARI_T245
MH_WEH_VILEPARLE,2026-08-26T22:02:16+05:30,GJ28YB2906,0.93,car,black,29.9,NORTH,MH_WEH_VILEPARLE_T798
MH_WEH_SANTACRUZ,2026-08-26T22:02:17+05:30,MH03TA0078,0.89,car,white,38.3,NORTH,MH_WEH_SANTACRUZ_T148
MH_SV_SANTACRUZ,2026-08-26T22:02:24+05:30,MH48W1040,0.95,car,blue,20.4,NORTH,MH_SV_SANTACRUZ_T240
MH_EEH_AIROLI,2026-08-26T22:02:25+05:30,MH46TB5543,0.86,car,white,43.6,NORTH,MH_EEH_AIROLI_T136
MH_SP_VASHI,2026-08-26T22:02:31+05:30,MH03CR1688,0.87,car,white,47.5,EAST,MH_SP_VASHI_T568
MH_WEH_JVLR,2026-08-26T22:02:43+05:30,MH02A0171,0.94,car,silver,32.5,NORTH,MH_WEH_JVLR_T713
MH_EEH_KANJURMARG,2026-08-26T22:02:48+05:30,MH05P0604,0.83,car,silver,40.6,NORTH,MH_EEH_KANJURMARG_T182
MH_SV_SANTACRUZ,2026-08-26T22:02:52+05:30,UP36WS1642,0.9,car,red,24.8,NORTH,MH_SV_SANTACRUZ_T466
MH_SP_VASHI,2026-08-26T22:02:58+05:30,MH05X4294,0.96,car,grey,44.2,EAST,MH_SP_VASHI_T442
MH_EEH_VIKHROLI,2026-08-26T22:03:05+05:30,MH05J6769,0.9,motorcycle,grey,48.2,NORTH,MH_EEH_VIKHROLI_T395
MH_WEH_JVLR,2026-08-26T22:03:05+05:30,MH43JA6065,0.87,car,grey,43.8,NORTH,MH_WEH_JVLR_T895
MH_SV_JOGESHWARI,2026-08-26T22:03:06+05:30,MH46WT2910,0.8,car,white,29.7,NORTH,MH_SV_JOGESHWARI_T560
MH_LBS_BHANDUP,2026-08-26T22:03:07+05:30,MH01RN3471,0.88,car,white,25.0,NORTH,MH_LBS_BHANDUP_T562
MH_EEH_CHEMBUR,2026-08-26T22:03:10+05:30,MH46T2269,0.9,car,silver,48.3,NORTH,MH_EEH_CHEMBUR_T539
MH_SV_BANDRA,2026-08-26T22:03:10+05:30,MH06QN5647,0.94,truck,blue,22.7,NORTH,MH_SV_BANDRA_T758
MH_EEH_GHATKOPAR,2026-08-26T22:03:11+05:30,MH43U0221,0.87,car,white,38.4,NORTH,MH_EEH_GHATKOPAR_T46
MH_SP_CHEMBUR,2026-08-26T22:03:21+05:30,MH46A5222,0.92,auto,white,44.1,EAST,MH_SP_CHEMBUR_T1021
MH_EEH_CHEMBUR,2026-08-26T22:03:24+05:30,MH48D5999,0.98,car,black,40.8,NORTH,MH_EEH_CHEMBUR_T304
MH_CST,2026-08-26T22:03:31+05:30,MH01RM2040,0.84,car,white,20.8,SOUTH,MH_CST_T754
MH_LBS_GHATKOPAR,2026-08-26T22:03:53+05:30,MH46FS5302,0.91,motorcycle,white,27.2,NORTH,MH_LBS_GHATKOPAR_T794
MH_SV_KHAR,2026-08-26T22:03:56+05:30,KA33HW6379,0.97,auto,white,25.7,NORTH,MH_SV_KHAR_T181
MH_WEH_BORIVALI,2026-08-26T22:03:58+05:30,MH06Q9850,0.98,motorcycle,silver,37.2,NORTH,MH_WEH_BORIVALI_T360
MH_EEH_MULUND,2026-08-26T22:04:01+05:30,MH06AP1111,0.91,motorcycle,blue,36.7,NORTH,MH_EEH_MULUND_T71
MH_SP_MANKHURD,2026-08-26T22:04:11+05:30,MH47P6037,0.93,truck,white,37.7,EAST,MH_SP_MANKHURD_T383
MH_WEH_ANDHERI,2026-08-26T22:04:19+05:30,MH48ME9032,0.8,car,white,41.1,NORTH,MH_WEH_ANDHERI_T581
MH_WEH_VILEPARLE,2026-08-26T22:04:21+05:30,MH03Y1263,0.95,car,white,35.2,NORTH,MH_WEH_VILEPARLE_T843
MH_EEH_MULUND,2026-08-26T22:04:22+05:30,MH47QJ9857,0.81,car,grey,47.6,NORTH,MH_EEH_MULUND_T345
MH_HAJIALI,2026-08-26T22:04:24+05:30,MH02C8660,0.91,auto,white,22.9,SOUTH,MH_HAJIALI_T29
MH_SV_MAHIM,2026-08-26T22:04:36+05:30,GJ21BK7608,0.98,car,white,27.2,NORTH,MH_SV_MAHIM_T51
MH_COLABA,2026-08-26T22:04:54+05:30,MH06PG6794,0.86,car,white,16.6,SOUTH,MH_COLABA_T28
MH_SV_SANTACRUZ,2026-08-26T22:04:54+05:30,MH47BZ9637,0.86,car,brown,25.4,NORTH,MH_SV_SANTACRUZ_T667
MH_MAHIM_CSWY,2026-08-26T22:04:55+05:30,MH02XP2151,0.94,auto,grey,21.9,NORTH,MH_MAHIM_CSWY_T304
MH_SP_MANKHURD,2026-08-26T22:04:56+05:30,MH04MR9048,0.8,motorcycle,black,35.2,EAST,MH_SP_MANKHURD_T465
MH_SP_CHEMBUR,2026-08-26T22:04:57+05:30,GJ27MF4512,0.85,bus,blue,45.9,EAST,MH_SP_CHEMBUR_T1002
MH_SV_SANTACRUZ,2026-08-26T22:05:07+05:30,MH04MV3370,0.91,motorcycle,brown,22.6,NORTH,MH_SV_SANTACRUZ_T635
MH_LBS_GHATKOPAR,2026-08-26T22:05:10+05:30,MH43TQ5457,0.81,motorcycle,white,24.7,NORTH,MH_LBS_GHATKOPAR_T713
MH_SL_WORLI,2026-08-26T22:05:20+05:30,MH04N3202,0.88,car,black,41.4,NORTH,MH_SL_WORLI_T219
MH_SV_SANTACRUZ,2026-08-26T22:05:26+05:30,MH06NK8997,0.89,car,white,27.2,NORTH,MH_SV_SANTACRUZ_T472
MH_SV_BANDRA,2026-08-26T22:05:29+05:30,MH43XV4759,0.93,auto,brown,41.8,NORTH,MH_SV_BANDRA_T199
MH_WEH_VILEPARLE,2026-08-26T22:05:40+05:30,MH02G3665,0.83,car,grey,36.2,NORTH,MH_WEH_VILEPARLE_T361
MH_WEH_SANTACRUZ,2026-08-26T22:05:43+05:30,MH01UC0471,0.85,truck,white,48.1,NORTH,MH_WEH_SANTACRUZ_T409
MH_SP_CHEMBUR,2026-08-26T22:05:47+05:30,MH06LT2226,0.88,auto,blue,46.6,EAST,MH_SP_CHEMBUR_T775
MH_EEH_CHEMBUR,2026-08-26T22:05:47+05:30,KA24DA9684,0.8,car,black,39.9,NORTH,MH_EEH_CHEMBUR_T521
MH_WEH_GOREGAON,2026-08-26T22:05:59+05:30,MH47HE5620,0.88,car,red,36.9,NORTH,MH_WEH_GOREGAON_T13
MH_LBS_BHANDUP,2026-08-26T22:06:15+05:30,UP28VL0219,0.99,auto,white,29.5,NORTH,MH_LBS_BHANDUP_T339
MH_SP_CHEMBUR,2026-08-26T22:06:19+05:30,MH02G9869,0.97,car,grey,42.3,EAST,MH_SP_CHEMBUR_T858
MH_WEH_JVLR,2026-08-26T22:06:19+05:30,MH04Q8309,0.95,motorcycle,white,42.6,NORTH,MH_WEH_JVLR_T809
MH_SP_MANKHURD,2026-08-26T22:06:24+05:30,MH43AB4496,0.99,car,white,42.1,EAST,MH_SP_MANKHURD_T700
MH_WEH_SANTACRUZ,2026-08-26T22:06:31+05:30,MH46RU7061,0.85,car,black,44.0,NORTH,MH_WEH_SANTACRUZ_T192
MH_SV_ANDHERI,2026-08-26T22:06:39+05:30,MP02WS4728,0.84,car,grey,23.7,NORTH,MH_SV_ANDHERI_T829
MH_SP_CHEMBUR,2026-08-26T22:06:40+05:30,MH43JM1632,0.79,car,blue,41.9,EAST,MH_SP_CHEMBUR_T117
MH_WEH_VILEPARLE,2026-08-26T22:06:42+05:30,GJ28XK3250,0.98,motorcycle,silver,40.5,NORTH,MH_WEH_VILEPARLE_T593
MH_WEH_JVLR,2026-08-26T22:06:44+05:30,MH48ME9032,0.95,car,white,37.3,NORTH,MH_WEH_JVLR_T549
MH_EEH_SION,2026-08-26T22:06:49+05:30,MH03S0954,0.91,bus,grey,42.6,NORTH,MH_EEH_SION_T502
MH_SP_MANKHURD,2026-08-26T22:06:56+05:30,MH43XG8581,0.97,taxi,white,39.8,EAST,MH_SP_MANKHURD_T715
MH_SV_ANDHERI,2026-08-26T22:06:58+05:30,MH05F8345,0.79,motorcycle,white,26.0,NORTH,MH_SV_ANDHERI_T290
MH_MARINE,2026-08-26T22:06:58+05:30,DL13UD7299,0.87,car,blue,24.3,SOUTH,MH_MARINE_T409
MH_SV_KHAR,2026-08-26T22:07:05+05:30,MH02K3810,0.93,car,black,24.1,NORTH,MH_SV_KHAR_T6
MH_SV_ANDHERI,2026-08-26T22:07:10+05:30,MH03AM1073,0.85,motorcycle,white,24.2,NORTH,MH_SV_ANDHERI_T783
MH_LBS_GHATKOPAR,2026-08-26T22:07:12+05:30,RJ07TA8976,0.83,car,brown,25.4,NORTH,MH_LBS_GHATKOPAR_T576
MH_LBS_KURLA,2026-08-26T22:07:18+05:30,MH05U2548,0.92,taxi,white,43.6,NORTH,MH_LBS_KURLA_T796
MH_EEH_KANJURMARG,2026-08-26T22:07:27+05:30,MH05J6769,0.86,motorcycle,grey,40.8,NORTH,MH_EEH_KANJURMARG_T326
MH_MAHIM_CSWY,2026-08-26T22:07:36+05:30,MH06SS6141,0.91,motorcycle,silver,24.5,NORTH,MH_MAHIM_CSWY_T214
MH_LBS_KURLA,2026-08-26T22:07:41+05:30,MH46ZK9606,0.88,car,white,23.9,NORTH,MH_LBS_KURLA_T835
MH_EEH_GHATKOPAR,2026-08-26T22:07:47+05:30,MH46T2269,0.87,car,silver,41.8,NORTH,MH_EEH_GHATKOPAR_T616
MH_LBS_BHANDUP,2026-08-26T22:07:51+05:30,MH48BN6221,0.97,car,silver,28.1,NORTH,MH_LBS_BHANDUP_T308
MH_SV_KHAR,2026-08-26T22:08:00+05:30,MH06QN5647,0.89,truck,blue,25.9,NORTH,MH_SV_KHAR_T917
MH_LBS_SION,2026-08-26T22:08:01+05:30,MH01V3957,0.86,auto,white,26.7,NORTH,MH_LBS_SION_T545
MH_SV_KHAR,2026-08-26T22:08:06+05:30,MH47BZ9637,0.84,car,brown,26.6,NORTH,MH_SV_KHAR_T630
MH_LBS_BHANDUP,2026-08-26T22:08:09+05:30,MH46P4692,0.84,car,silver,27.8,NORTH,MH_LBS_BHANDUP_T240
MH_LBS_GHATKOPAR,2026-08-26T22:08:17+05:30,MH43AC8567,0.81,taxi,white,28.1,NORTH,MH_LBS_GHATKOPAR_T435
MH_WEH_SANTACRUZ,2026-08-26T22:08:19+05:30,MH03Y1263,0.89,car,white,39.4,NORTH,MH_WEH_SANTACRUZ_T736
MH_CST,2026-08-26T22:08:25+05:30,MH06G7850,0.97,car,silver,21.2,SOUTH,MH_CST_T117
MH_EEH_VIKHROLI,2026-08-26T22:08:31+05:30,MH43U0221,0.79,car,white,38.7,NORTH,MH_EEH_VIKHROLI_T42
MH_WEH_VILEPARLE,2026-08-26T22:08:31+05:30,MH01UC0471,0.87,truck,white,47.7,NORTH,MH_WEH_VILEPARLE_T473
MH_LBS_BHANDUP,2026-08-26T22:08:35+05:30,MH06CE8088,0.84,car,white,37.6,NORTH,MH_LBS_BHANDUP_T647
MH_EEH_CHEMBUR,2026-08-26T22:08:35+05:30,MH04Q5796,0.82,motorcycle,white,44.2,NORTH,MH_EEH_CHEMBUR_T497
MH_EEH_GHATKOPAR,2026-08-26T22:08:37+05:30,MH04D2392,0.88,motorcycle,silver,41.4,NORTH,MH_EEH_GHATKOPAR_T260
MH_SV_ANDHERI,2026-08-26T22:08:38+05:30,MH03X0966,0.89,car,grey,30.1,NORTH,MH_SV_ANDHERI_T93
MH_EEH_GHATKOPAR,2026-08-26T22:08:38+05:30,MH48D5999,0.87,car,black,40.8,NORTH,MH_EEH_GHATKOPAR_T374
MH_SV_BANDRA,2026-08-26T22:08:38+05:30,MH43M2608,0.94,car,black,25.5,NORTH,MH_SV_BANDRA_T582
MH_WORLI_NAKA,2026-08-26T22:08:42+05:30,MH02TD8111,0.89,taxi,brown,27.0,SOUTH,MH_WORLI_NAKA_T37
MH_LBS_KURLA,2026-08-26T22:08:50+05:30,MH02H9945,0.89,car,red,28.7,NORTH,MH_LBS_KURLA_T851
MH_WEH_JVLR,2026-08-26T22:08:53+05:30,GJ28YB2906,0.8,car,black,43.9,NORTH,MH_WEH_JVLR_T794
MH_SV_BANDRA,2026-08-26T22:09:04+05:30,GJ21BK7608,0.89,car,white,22.7,NORTH,MH_SV_BANDRA_T78
MH_SP_MANKHURD,2026-08-26T22:09:08+05:30,MH46A5222,0.91,auto,white,40.8,EAST,MH_SP_MANKHURD_T936
MH_SL_MID,2026-08-26T22:09:12+05:30,MH04N3202,0.92,car,black,41.5,NORTH,MH_SL_MID_T292
MH_SP_VASHI,2026-08-26T22:09:33+05:30,MH03WR9190,0.87,motorcycle,white,45.7,EAST,MH_SP_VASHI_T945
MH_SP_CHEMBUR,2026-08-26T22:09:34+05:30,MH47P6037,0.92,truck,white,37.1,EAST,MH_SP_CHEMBUR_T416
MH_SP_CHEMBUR,2026-08-26T22:09:36+05:30,MH48J6564,0.97,motorcycle,red,48.3,EAST,MH_SP_CHEMBUR_T336
MH_LBS_SION,2026-08-26T22:09:36+05:30,GJ09HN4023,0.92,auto,red,27.2,NORTH,MH_LBS_SION_T616
MH_WEH_ANDHERI,2026-08-26T22:09:41+05:30,MH02G3665,0.81,car,grey,38.6,NORTH,MH_WEH_ANDHERI_T369
MH_EEH_AIROLI,2026-08-26T22:09:44+05:30,MH04E8738,0.83,car,black,41.4,NORTH,MH_EEH_AIROLI_T285
MH_PEDDAR,2026-08-26T22:09:52+05:30,MH02C8660,0.87,auto,white,21.4,SOUTH,MH_PEDDAR_T33
MH_SP_MANKHURD,2026-08-26T22:09:58+05:30,GJ27MF4512,0.85,bus,blue,47.8,EAST,MH_SP_MANKHURD_T922
MH_WEH_GOREGAON,2026-08-26T22:10:06+05:30,MH02A0171,0.93,car,silver,33.6,NORTH,MH_WEH_GOREGAON_T572
MH_WEH_KHAR,2026-08-26T22:10:15+05:30,MH03Y1263,0.81,car,white,39.4,NORTH,MH_WEH_KHAR_T551
MH_SV_JOGESHWARI,2026-08-26T22:10:21+05:30,MH05D9048,0.84,motorcycle,red,22.3,NORTH,MH_SV_JOGESHWARI_T34
MH_LBS_BHANDUP,2026-08-26T22:10:40+05:30,MP31KN0122,0.98,car,white,21.9,NORTH,MH_LBS_BHANDUP_T515
MH_SL_MID,2026-08-26T22:10:40+05:30,MH06RC9140,0.84,car,red,49.1,NORTH,MH_SL_MID_T756
MH_SV_SANTACRUZ,2026-08-26T22:10:41+05:30,MH43XV4759,0.84,auto,brown,39.7,NORTH,MH_SV_SANTACRUZ_T260
MH_SV_BANDRA,2026-08-26T22:11:12+05:30,MH46AV3895,0.8,taxi,white,23.5,NORTH,MH_SV_BANDRA_T86
